0.000000E+0	2.167051E-1
2.000000E-1	1.215658E-1
4.000000E-1	5.212055E-2
6.000000E-1	9.517585E-2
8.000000E-1	7.530754E-2
1.000000E+0	3.281245E-2
1.200000E+0	-1.165532E-2
1.400000E+0	-1.042430E-1
1.600000E+0	-6.420575E-2
1.800000E+0	-4.516329E-2
2.000000E+0	6.634580E-2
2.200000E+0	4.848544E-2
2.400000E+0	-3.116547E-2
2.600000E+0	3.348163E-2
2.800000E+0	1.788135E-1
3.000000E+0	3.919924E-1
3.200000E+0	3.322880E-1
3.400000E+0	2.195875E-1
3.600000E+0	-1.803411E-2
3.800000E+0	-1.850579E-1
4.000000E+0	-2.391556E-1
4.200000E+0	-2.848691E-1
4.400000E+0	-2.361735E-1
4.600000E+0	-2.234171E-1
4.800000E+0	-1.861641E-2
5.000000E+0	2.920265E-2
5.200000E+0	1.860982E-1
5.400000E+0	2.331049E-1
5.600000E+0	3.739788E-1
5.800000E+0	3.102864E-1
6.000000E+0	2.797933E-1
6.200000E+0	3.043752E-1
6.400000E+0	3.709461E-1
6.600000E+0	3.667858E-1
6.800000E+0	4.725216E-1
7.000000E+0	6.449568E-1
7.200000E+0	5.656322E-1
7.400000E+0	5.258740E-1
7.600000E+0	4.493534E-1
7.800000E+0	5.290527E-1
8.000000E+0	6.838304E-1
8.200000E+0	6.367727E-1
8.400000E+0	6.645000E-1
8.600000E+0	5.183654E-1
8.800000E+0	5.378972E-1
9.000000E+0	5.366294E-1
9.200000E+0	9.022233E-1
9.400000E+0	1.086278E+0
9.600000E+0	1.083832E+0
9.800000E+0	9.538621E-1
1.000000E+1	8.974244E-1
1.020000E+1	9.217813E-1
1.040000E+1	1.067297E+0
1.060000E+1	1.036694E+0
1.080000E+1	1.040111E+0
1.100000E+1	9.286381E-1
1.120000E+1	6.824863E-1
1.140000E+1	9.139580E-1
1.160000E+1	1.001858E+0
1.180000E+1	1.127461E+0
1.200000E+1	1.137812E+0
1.220000E+1	1.161978E+0
1.240000E+1	1.150532E+0
1.260000E+1	1.182719E+0
1.280000E+1	1.128619E+0
1.300000E+1	1.170142E+0
1.320000E+1	1.143461E+0
1.340000E+1	1.296064E+0
1.360000E+1	1.404020E+0
1.380000E+1	1.621553E+0
1.400000E+1	1.643075E+0
1.420000E+1	1.732046E+0
1.440000E+1	1.608553E+0
1.460000E+1	1.535335E+0
1.480000E+1	1.455736E+0
1.500000E+1	1.352011E+0
1.520000E+1	1.228786E+0
1.540000E+1	1.131747E+0
1.560000E+1	9.824050E-1
1.580000E+1	9.197791E-1
1.600000E+1	8.676128E-1
1.620000E+1	1.005503E+0
1.640000E+1	1.053635E+0
1.660000E+1	9.811573E-1
1.680000E+1	8.455938E-1
1.700000E+1	8.484897E-1
1.720000E+1	7.714913E-1
1.740000E+1	7.710060E-1
1.760000E+1	8.020006E-1
1.780000E+1	8.377734E-1
1.800000E+1	8.449946E-1
1.820000E+1	7.508088E-1
1.840000E+1	6.590140E-1
1.860000E+1	5.954124E-1
1.880000E+1	6.154505E-1
1.900000E+1	6.456373E-1
1.920000E+1	6.023302E-1
1.940000E+1	3.856243E-1
1.960000E+1	3.027201E-1
1.980000E+1	3.704622E-1
2.000000E+1	5.393245E-1
2.020000E+1	7.820317E-1
2.040000E+1	8.266685E-1
2.060000E+1	7.333560E-1
2.080000E+1	6.630819E-1
2.100000E+1	5.895261E-1
2.120000E+1	6.321930E-1
2.140000E+1	5.679922E-1
2.160000E+1	6.187616E-1
2.180000E+1	5.959979E-1
2.200000E+1	6.438552E-1
2.220000E+1	6.134836E-1
2.240000E+1	6.292581E-1
2.260000E+1	6.740912E-1
2.280000E+1	7.643726E-1
2.300000E+1	6.897897E-1
2.320000E+1	6.549296E-1
2.340000E+1	6.479849E-1
2.360000E+1	6.574721E-1
2.380000E+1	6.249305E-1
2.400000E+1	6.378628E-1
2.420000E+1	6.175884E-1
2.440000E+1	7.099757E-1
2.460000E+1	5.934109E-1
2.480000E+1	7.334071E-1
2.500000E+1	6.777044E-1
2.520000E+1	7.559280E-1
2.540000E+1	8.326164E-1
2.560000E+1	9.160270E-1
2.580000E+1	9.344379E-1
2.600000E+1	7.547148E-1
2.620000E+1	6.806138E-1
2.640000E+1	7.537868E-1
2.660000E+1	7.666227E-1
2.680000E+1	7.882393E-1
2.700000E+1	7.760688E-1
2.720000E+1	8.170623E-1
2.740000E+1	7.030905E-1
2.760000E+1	6.336605E-1
2.780000E+1	5.628259E-1
2.800000E+1	4.320025E-1
2.820000E+1	3.517036E-1
2.840000E+1	2.087899E-1
2.860000E+1	3.924728E-1
2.880000E+1	4.975312E-1
2.900000E+1	6.475674E-1
2.920000E+1	4.404153E-1
2.940000E+1	5.508809E-1
2.960000E+1	6.738337E-1
2.980000E+1	7.322837E-1
3.000000E+1	7.451485E-1
3.020000E+1	4.937346E-1
3.040000E+1	3.498946E-1
3.060000E+1	1.521488E-1
3.080000E+1	2.627001E-1
3.100000E+1	4.238953E-1
3.120000E+1	6.264497E-1
3.140000E+1	7.501744E-1
3.160000E+1	6.838078E-1
3.180000E+1	6.074731E-1
3.200000E+1	5.710627E-1
3.220000E+1	5.970180E-1
3.240000E+1	5.847453E-1
3.260000E+1	6.183715E-1
3.280000E+1	5.477481E-1
3.300000E+1	5.970008E-1
3.320000E+1	6.056160E-1
3.340000E+1	7.467316E-1
3.360000E+1	7.909541E-1
3.380000E+1	8.083056E-1
3.400000E+1	7.528943E-1
3.420000E+1	6.118114E-1
3.440000E+1	5.946834E-1
3.460000E+1	5.288421E-1
3.480000E+1	5.167660E-1
3.500000E+1	5.236208E-1
3.520000E+1	5.280254E-1
3.540000E+1	4.758208E-1
3.560000E+1	3.509675E-1
3.580000E+1	8.408037E-2
3.600000E+1	2.489791E-1
3.620000E+1	2.638862E-1
3.640000E+1	3.713655E-1
3.660000E+1	4.545616E-1
3.680000E+1	5.658440E-1
3.700000E+1	5.764146E-1
3.720000E+1	5.129141E-1
3.740000E+1	4.767401E-1
3.760000E+1	5.506759E-1
3.780000E+1	6.385723E-1
3.800000E+1	6.620935E-1
3.820000E+1	6.400605E-1
3.840000E+1	5.658639E-1
3.860000E+1	4.891235E-1
3.880000E+1	5.644129E-1
3.900000E+1	7.233173E-1
3.920000E+1	9.599048E-1
3.940000E+1	8.697582E-1
3.960000E+1	8.454195E-1
3.980000E+1	7.819508E-1
