0,18.49774646
0.2,23.70991737
0.4,31.22373971
0.6,25.27513845
0.8,8.689322579
1,18.89185862
1.2,19.37508713
1.4,29.77205236
1.6,15.41484938
1.8,19.59151254
2,16.7971695
2.2,10.80529582
2.4,32.18466602
2.6,26.86178606
2.8,0
3,21.53068522
3.2,5.778822863
3.4,16.33061222
3.6,8.911895859
3.8,14.20845947
4,6.571802484
4.2,11.0689419
4.4,10.68513948
4.6,21.85117333
4.8,18.34548197
5,33.34770438
5.2,20.18121701
5.4,19.8516693
5.6,27.96404997
5.8,27.43921853
6,23.11150146
6.2,20.59751529
6.4,22.22271167
6.6,19.26600011
6.8,15.05708637
7,22.22688146
7.2,26.88734282
7.4,16.31738284
7.6,12.41670105
7.8,14.37955526
8,22.21085112
8.2,16.80728143
8.4,15.76083887
8.6,21.35851335
8.8,25.59768377
9,32.7437894
9.2,12.60367685
9.4,19.71497623
9.6,21.37118887
9.8,27.33848692
10,3.131035576
10.2,41.10051803
10.4,44.50912536
10.6,46.93079069
10.8,43.37484033
11,38.33262584
11.2,22.74903062
11.4,39.09024534
11.6,27.48491212
11.8,37.6622079
12,23.83913331
12.2,35.78759176
12.4,40.95050063
12.6,33.30011183
12.8,29.20730333
13,41.38946768
13.2,35.82219229
13.4,57.00348573
13.6,68.76623435
13.8,52.80083062
14,41.6123258
14.2,65.80915882
14.4,86.05831884
14.6,104.4919439
14.8,115.5358671
15,74.63842643
15.2,87.9109071
15.4,87.88084032
15.6,80.08515777
15.8,89.6577869
16,102.3894849
16.2,81.04539571
16.4,82.0890294
16.6,91.76950332
16.8,99.91941999
17,89.68445139
17.2,73.88458901
17.4,79.47527692
17.6,80.64653617
17.8,83.70234941
18,76.54458103
18.2,52.34017593
18.4,74.31122076
18.6,104.6060394
18.8,103.4289251
19,104.740707
19.2,97.26642245
19.4,129.445629
19.6,77.88813874
19.8,75.54732139
20,91.75375782
20.2,83.36916204
20.4,92.3428293
20.6,72.25084732
20.8,67.73996818
21,68.62911402
21.2,59.09326922
21.4,67.50109554
21.6,55.86648678
21.8,46.2915789
22,65.35372626
22.2,59.02012782
22.4,46.18363126
22.6,61.09650786
22.8,44.19965909
23,44.8247474
23.2,65.23595153
23.4,45.80845325
23.6,40.44726189
23.8,41.69508857
24,48.15366985
24.2,33.32516221
24.4,50.30592103
24.6,52.86336952
24.8,47.48818128
25,46.13113308
25.2,44.48433609
25.4,30.46979151
25.6,41.64271699
25.8,37.99696191
26,38.41778603
26.2,52.90483002
26.4,28.95813677
